Document_No,Day_No,Menu_1,Menu_2,Date/time
115,2,"चहा,बिस्कीट,उपमा,पोळी,आलूची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-20 16:27:19.539166+00:00
115,3,"चहा,उपमा,पोळी,भात,बेसन,डाळ पालक","चहा,पोळी",2018-05-20 16:28:02.373370+00:00
116,1,"चहा,दहीवडे,पोळी,बेसन,वांग्याची भाजी","चहा,पोळी",2018-05-20 16:41:14.116594+00:00
116,2,"चहा,उसाचा रस,साबुदाणा उसळ,पोळी,भात,आलूची भाजी,वांग्याची भाजी",,2018-05-20 16:42:07.409158+00:00
116,3,"चहा,ब्रेड,उपमा,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,उपमा",2018-05-20 16:43:07.323498+00:00
117,1,"चहा,उपमा,पोळी,भात,डाळ पालक,आलूची भाजी","चहा,पोळी",2018-05-20 16:44:19.753955+00:00
117,2,"चहा,दूध,पोहे,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,पोहे",2018-05-20 16:45:10.410100+00:00
117,3,"चहा,पोळी,भात,खिचडी,आलूची भाजी,वांग्याचं भरीत","चहा,दूध,पोळी",2018-05-20 16:46:03.103339+00:00
118,1,"चहा,दूध,पोळी,भात,खिचडी,बेसन,डाळ पालक",चहा,2018-05-20 17:20:14.575106+00:00
118,2,"चहा,उपमा,पोळी,आलूची भाजी,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-05-20 17:21:00.480949+00:00
118,3,"चहा,दूध,उपमा,चण्याची उसळ,पोळी,भात,खिचडी,टमाटर चटणी",चहा,2018-05-20 17:21:58.025225+00:00
119,1,"चहा,बिस्कीट,पोहे,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,पोळी",2018-05-20 16:47:53.588073+00:00
119,2,"चहा,बिस्कीट,उपमा,पोळी,खिचडी,बेसन,वांग्याची भाजी","चहा,दूध",2018-05-20 16:48:41.862599+00:00
119,3,"चहा,दूध,उपमा,पोळी,खिचडी,पत्ता कोबी",चहा,2018-05-20 16:49:12.930054+00:00
120,1,"चहा,बिस्कीट,दूध,दहीवडे,पोळी,भात,डाळ पालक","दूध,भात",2018-05-20 16:50:51.438609+00:00
120,2,"चहा,ब्रेड,दूध,पोळी,मेथीची भाजी,वांग्याची भाजी",पोळी,2018-05-20 16:51:40.358223+00:00
120,3,"चहा,दूध,साबुदाणा उसळ,पोळी,डाळ पालक",,2018-05-20 16:52:13.084509+00:00
121,1,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,डाळ पालक","चहा,कढी,पापड,भात",2018-05-20 17:26:00.961564+00:00
121,2,"चहा,ब्रेड,दूध,कढी,भाकर,पोळी,भात,पत्ता कोबी,मेथीची भाजी",दूध,2018-05-20 17:27:06.190271+00:00
121,3,"चहा,दूध,शिरा,पोळी,भात,खिचडी,डाळ पालक,टमाटर चटणी","चहा,शिरा",2018-05-20 17:27:45.323815+00:00
122,1,"चहा,दूध,उपमा,खिचडी,बेसन,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-05-20 17:28:48.310461+00:00
122,2,"चहा,ब्रेड,दूध,शिरा,पोळी,वरण,वांग्याची भाजी","चहा,पोळी",2018-05-20 17:30:00.454030+00:00
122,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,मेथीची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-20 17:30:39.455875+00:00
123,1,"चहा,पोळी,बेसन,वांग्याची भाजी",पोळी,2018-05-20 17:31:44.152409+00:00
123,2,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,डाळ पालक",,2018-05-20 17:32:17.984893+00:00
123,3,"चहा,पोळी,भात,पत्ता कोबी","पोळी,खिचडी,बेसन,आलूची भाजी",2018-05-20 17:33:09.243054+00:00
124,1,"दूध,शिरा,पोळी,भात,पालक वरण,वांग्याची भाजी","दूध,शिरा",2018-05-20 17:34:42.058199+00:00
124,2,"चहा,ब्रेड,दूध,पोळी,भात,बेसन,पत्ता कोबी","चहा,पोळी",2018-05-20 17:35:36.529739+00:00
124,3,"चहा,ब्रेड,दूध,पोळी,खिचडी,बेसन,मेथीची भाजी",,2018-05-20 17:37:24.539032+00:00
125,1,"चहा,बिस्कीट,दूध,साबुदाणा उसळ,पोळी,भात,आलूची भाजी,वांग्याची भाजी",दूध,2018-05-20 17:38:26.262129+00:00
125,2,"चहा,ब्रेड,दूध,पोहे,पोळी,वरण,पत्ता कोबी,मेथीची भाजी",पोळी,2018-05-20 17:39:22.014162+00:00
125,3,"चहा,दूध,पोळी,खिचडी,बेसन,डाळ पालक",दूध,2018-05-20 17:40:05.594230+00:00
126,1,"चहा,बिस्कीट,दूध,शिरा,पोळी,डाळ पालक,आलूची भाजी","चहा,बिस्कीट,पोळी",2018-05-20 17:57:37.429804+00:00
126,2,"चहा,दूध,पोळी,वांग्याची भाजी",दूध,2018-05-20 17:58:48.474240+00:00
126,3,"चहा,बिस्कीट,उपमा,पोळी,भात,वरण,खिचडी,बेसन,मेथीची भाजी","चहा,उपमा",2018-05-20 17:59:29.874721+00:00
127,1,"चहा,बिस्कीट,पोळी,खिचडी,बेसन,डाळ पालक,वांग्याची भाजी",चहा,2018-05-20 18:00:28.287354+00:00
127,2,"चहा,शिरा,पोळी,वरण,मेथीची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-20 18:01:47.347513+00:00
127,3,"चहा,पोहे,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,पोहे",2018-05-20 18:02:38.547017+00:00
128,1,"चहा,पोहे,पोळी,भात,वरण,आलूची भाजी","दूध,पोळी,भात,डाळ पालक",2018-05-20 18:04:09.190653+00:00
128,2,"चहा,ब्रेड,दूध,पोळी,भात,टमाटर चटणी,वांग्याचं भरीत","चहा,पोळी",2018-05-20 18:05:06.426535+00:00
128,3,"दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-20 18:05:43.272193+00:00
129,1,"दूध,पोहे,पोळी,भात,खिचडी,डाळ पालक,वांग्याची भाजी","दूध,पोहे",2018-05-20 18:07:06.549727+00:00
129,2,"दूध,पोळी,भात,खिचडी,बेसन,पालक वरण","दूध,पोळी",2018-05-20 18:07:50.567769+00:00
129,3,"दूध,पोहे,पोळी,भात,खिचडी,टमाटर चटणी,वांग्याची भाजी","दूध,पोहे",2018-05-20 18:08:25.280358+00:00
130,1,"चहा,पोहे,पोळी,भात,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-20 18:09:51.839275+00:00
130,2,"चहा,दूध,शिरा,पोळी,भात,खिचडी,बेसन,डाळ पालक","चहा,शिरा",2018-05-20 18:10:34.095972+00:00
130,3,"चहा,पोळी,भात,खिचडी,मेथीची भाजी","चहा,पोळी,मेथीची भाजी",2018-05-20 18:11:25.350243+00:00
171,1,"चहा,ब्रेड,उपमा,पोळी,भात,आलूची भाजी,अंड्याची भाजी","उपमा,पोळी",2018-05-22 03:26:23.248804+00:00
171,2,"चहा,ब्रेड,पोळी,भात,खिचडी,मेथीची भाजी",चहा,2018-05-22 03:27:44.780236+00:00
171,3,"चहा,ब्रेड,दूध,दहीवडे,खिचडी,बेसन,वांग्याची भाजी",,2018-05-22 03:29:02.204049+00:00
172,1,"चहा,उपमा,पोळी,भात,डाळ पालक,वांग्याची भाजी","चहा,ब्रेड,पोळी",2018-05-22 03:31:24.224666+00:00
172,2,"चहा,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-22 03:32:35.018687+00:00
172,3,"चहा,दूध,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण",चहा,2018-05-22 03:33:50.281159+00:00
173,1,"चहा,पोहे,पोळी,भात,पत्ता कोबी,पालक वरण","पोळी,भात,पालक वरण",2018-05-22 03:36:39.544993+00:00
173,2,"चहा,बिस्कीट,पोळी,भात,मेथीची भाजी","चहा,पोळी,पालक वरण,वांग्याची भाजी",2018-05-22 03:38:31.856184+00:00
173,3,"चहा,मटकीची उसळ,पोळी,भात,पालक वरण","चहा,कढी,भात",2018-05-22 03:39:29.726953+00:00
174,1,"चहा,ब्रेड,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-22 03:41:25.310192+00:00
174,2,"चहा,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",,2018-05-22 03:42:20.457419+00:00
174,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पत्ता कोबी,टमाटर चटणी","चहा,पोळी",2018-05-22 03:43:41.274314+00:00
175,1,"चहा,ब्रेड,दूध,उपमा,मटकीची उसळ,पोळी,भात,मेथीची भाजी","चहा,उपमा,पोळी,भात",2018-05-22 03:46:11.007408+00:00
175,2,"चहा,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-22 03:48:04.811297+00:00
175,3,"चहा,दूध,उपमा,कढी,पोळी,खिचडी,बेसन,वांग्याची भाजी",चहा,2018-05-22 03:50:05.068141+00:00
176,1,"चहा,ब्रेड,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-22 03:52:08.393303+00:00
176,2,"चहा,ब्रेड,दूध,उपमा,भाकर,पोळी,भात,बेसन,आलूची भाजी","चहा,उपमा",2018-05-22 03:53:55.132891+00:00
176,3,"चहा,दूध,पोहे,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-05-22 03:56:49.950823+00:00
176,3,"चहा,दूध,पोहे,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-05-22 03:55:14.317481+00:00
177,1,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-22 13:18:08.453186+00:00
177,2,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-22 13:19:26.717659+00:00
177,3,"चहा,दूध,पोहे,पोळी,भात,बेसन,टमाटर चटणी","चहा,पोळी",2018-05-22 13:20:28.091498+00:00
178,1,"चहा,ब्रेड,दूध,उपमा,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-22 13:22:25.633665+00:00
178,2,"चहा,ब्रेड,दूध,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,उपमा,पोळी",2018-05-22 13:23:47.509755+00:00
178,3,"चहा,ब्रेड,पोहे,पोळी,भात,बेसन,मेथीची भाजी",चहा,2018-05-22 13:24:53.471736+00:00
179,1,"चहा,ब्रेड,दूध,उपमा,उसाचा रस,पोळी,टमाटर चटणी,वांग्याची भाजी","दूध,पोळी",2018-05-22 13:27:55.284120+00:00
179,2,"चहा,ब्रेड,उपमा,खिचडी,वांग्याची भाजी","चहा,ब्रेड,उपमा,पोळी",2018-05-22 13:28:57.173938+00:00
179,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-22 13:30:12.729953+00:00
180,1,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,वांग्याचं भरीत,वांग्याची भाजी","चहा,पोळी",2018-05-22 13:33:18.452179+00:00
180,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,बेसन,अंड्याची भाजी","चहा,उपमा,पोळी",2018-05-22 13:48:39.835037+00:00
180,3,"चहा,ब्रेड,दूध,उपमा,पोळी,मेथीची भाजी,टमाटर चटणी","चहा,पोळी",2018-05-22 13:49:35.975504+00:00
181,1,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पत्ता कोबी,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-22 13:52:16.934206+00:00
181,2,"चहा,ब्रेड,दूध,पोहे,कढी,पोळी,भात,वांग्याचं भरीत","चहा,पोहे,पोळी",2018-05-22 13:53:12.672604+00:00
181,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-22 13:54:17.772071+00:00
182,1,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-22 13:56:06.677065+00:00
182,2,"चहा,ब्रेड,दूध,पोहे,पोळी,टमाटर चटणी,वांग्याचं भरीत","चहा,पोहे,पोळी",2018-05-22 13:57:16.345577+00:00
182,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,बटाटा वडी",चहा,2018-05-22 13:58:17.787249+00:00
183,2,"चहा,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-23 07:07:55.638144+00:00
183,3,"चहा,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,मटकीची उसळ,भात",2018-05-23 07:08:52.783025+00:00
184,1,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-23 07:11:14.607040+00:00
184,2,"चहा,ब्रेड,उसाचा रस,पोळी,पत्ता कोबी,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-23 07:12:52.364707+00:00
184,3,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण",उपमा,2018-05-23 07:13:47.707539+00:00
185,1,"चहा,ब्रेड,उपमा,कढी,पोळी,बेसन,वांग्याचं भरीत","चहा,पोळी",2018-05-23 07:15:34.386157+00:00
185,2,"चहा,ब्रेड,पोळी,भात,पत्ता कोबी,पालक वरण","चहा,पोळी",2018-05-23 07:16:51.423786+00:00
185,3,"चहा,ब्रेड,दूध,पोळी,खिचडी,बेसन,पत्ता कोबी",चहा,2018-05-23 07:17:44.863235+00:00
186,1,"चहा,ब्रेड,उपमा,पोळी,भात,मेथीची भाजी,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-05-23 07:20:11.852465+00:00
186,2,"चहा,ब्रेड,दूध,उपमा,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,पोळी",2018-05-23 07:20:54.243561+00:00
186,3,"चहा,ब्रेड,दूध,पोळी,भात,बेसन,टमाटर चटणी","चहा,पोळी",2018-05-23 07:21:41.530362+00:00
187,1,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा,पोळी",2018-05-23 07:24:59.612870+00:00
187,2,"चहा,ब्रेड,उपमा,पोळी,भात,पालक वरण,आलूची भाजी,वांग्याचं भरीत","चहा,उसाचा रस,पोळी",2018-05-23 07:26:15.153126+00:00
187,3,"चहा,ब्रेड,दूध,पोळी,खिचडी,बेसन,पालक वरण",चहा,2018-05-23 07:27:07.926777+00:00
188,1,"चहा,ब्रेड,दूध,शिरा,पोळी,भात,पत्ता कोबी,वांग्याची भाजी","चहा,पोळी",2018-05-23 07:29:48.964866+00:00
188,1,"चहा,ब्रेड,पोळी,भात,बेसन,मेथीची भाजी","चहा,पोळी",2018-05-23 07:06:47.409646+00:00
188,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,पालक वरण,टमाटर चटणी","चहा,उपमा,पोळी",2018-05-23 07:30:40.949123+00:00
188,3,"चहा,बिस्कीट,पोहे,कढी,खिचडी,बेसन,वांग्याची भाजी","चहा,पोहे,पोळी",2018-05-23 07:31:34.900009+00:00
189,1,"चहा,ब्रेड,उपमा,पोळी,भात,डाळ पालक,अंड्याची भाजी","चहा,पोळी,भात",2018-05-23 07:33:51.762439+00:00
189,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,खिचडी,पालक वरण,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-23 07:34:46.423213+00:00
189,3,"चहा,ब्रेड,पोळी,खिचडी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-23 07:35:59.405210+00:00
190,1,"चहा,बिस्कीट,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण,टमाटर चटणी","उपमा,पोळी",2018-05-23 07:38:13.330031+00:00
190,2,"चहा,ब्रेड,उपमा,कढी,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,ब्रेड,पोळी",2018-05-23 07:39:26.061746+00:00
190,3,"चहा,ब्रेड,पोहे,पोळी,भात,बेसन,टमाटर चटणी","चहा,पोहे,पोळी",2018-05-23 07:40:20.037839+00:00
191,1,"चहा,ब्रेड,उपमा,पोळी,भात,खिचडी,बेसन,मेथीची भाजी,पालक वरण","चहा,उपमा",2018-05-23 07:42:16.499257+00:00
191,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",दूध,2018-05-23 07:42:57.166817+00:00
191,3,"चहा,ब्रेड,दूध,पोळी,भात,मेथीची भाजी,पालक वरण,वांग्याची भाजी","चहा,पोळी,भात",2018-05-23 07:43:55.591486+00:00
192,1,"चहा,ब्रेड,कढी,पोळी,भात,खिचडी,पालक वरण,वांग्याची भाजी",पोळी,2018-05-23 07:45:19.230274+00:00
192,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,डाळ पालक",चहा,2018-05-23 07:46:21.024019+00:00
192,3,"चहा,ब्रेड,मटकीची उसळ,कढी,भाकर,पोळी,भात,बेसन","चहा,दूध",2018-05-23 07:47:16.325572+00:00
193,1,"चहा,ब्रेड,दूध,उपमा,कढी,पोळी,भात,वांग्याचं भरीत","चहा,पोळी",2018-05-23 09:35:54.238780+00:00
193,2,"चहा,दूध,पोहे,शिरा,कढी,पोळी,बेसन,वांग्याची भाजी","पोहे,पोळी",2018-05-23 09:37:05.046635+00:00
193,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण","चहा,दूध",2018-05-23 09:38:00.920933+00:00
194,1,"चहा,ब्रेड,उपमा,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,दूध,उपमा,पोळी",2018-05-23 09:40:28.139636+00:00
194,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण,वांग्याचं भरीत","चहा,पोळी",2018-05-23 09:41:26.731562+00:00
194,3,"चहा,दूध,साबुदाणा उसळ,भात,पालक वरण",चहा,2018-05-23 09:42:08.631604+00:00
195,1,"चहा,उपमा,पोळी,भात,खिचडी,बेसन,पालक वरण","चहा,उपमा",2018-05-23 09:44:18.795038+00:00
195,2,"चहा,ब्रेड,दूध,पोळी,भात,खिचडी,बेसन,अंड्याची भाजी",चहा,2018-05-23 09:45:13.387301+00:00
195,3,"चहा,दूध,साबुदाणा उसळ,कढी,पोळी,मेथीची भाजी",चहा,2018-05-23 09:46:04.600461+00:00
196,1,"चहा,बिस्कीट,दूध,उपमा,कढी,पोळी,भात,मेथीची भाजी,पालक वरण,वांग्याची भाजी","उपमा,पोळी",2018-05-23 09:48:51.019819+00:00
196,2,"चहा,दूध,शिरा,पोळी,वांग्याची भाजी","चहा,दूध",2018-05-23 09:49:54.416012+00:00
196,3,"चहा,ब्रेड,उपमा,पोळी,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-23 09:50:51.255796+00:00
197,1,"चहा,उपमा,भाकर,पोळी,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा",2018-05-23 09:52:59.873941+00:00
197,2,"चहा,ब्रेड,उपमा,पोळी,भात,मेथीची भाजी,टमाटर चटणी,वांग्याचं भरीत",चहा,2018-05-23 09:53:54.753082+00:00
197,3,"चहा,ब्रेड,दूध,उपमा,कढी,पोळी,खिचडी,बेसन,पत्ता कोबी","चहा,उपमा",2018-05-23 09:54:45.481350+00:00
198,1,"चहा,ब्रेड,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-23 09:56:26.593632+00:00
198,2,"चहा,ब्रेड,दूध,पोहे,कढी,पोळी,भात,आलूची भाजी",चहा,2018-05-23 09:57:13.835928+00:00
198,3,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,वांग्याची भाजी",चहा,2018-05-23 09:57:58.511568+00:00
199,1,"चहा,ब्रेड,पोहे,भाकर,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे",2018-05-23 10:00:51.490723+00:00
199,2,"चहा,ब्रेड,दूध,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,उपमा,पोळी",2018-05-23 10:01:35.012004+00:00
199,3,"चहा,शिरा,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,पोळी",2018-05-23 10:02:24.984687+00:00
200,1,"चहा,ब्रेड,पोहे,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-23 10:05:26.983979+00:00
200,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण","चहा,दूध",2018-05-23 10:06:11.216942+00:00
200,3,"चहा,दूध,उपमा,पोळी,भात,पालक वरण,वांग्याचं भरीत","चहा,उपमा,पोळी",2018-05-23 10:06:58.115788+00:00
201,1,"चहा,दूध,उपमा,पोळी,भात,खिचडी,बेसन,वांग्याची भाजी","चहा,उपमा",2018-05-23 10:09:35.570830+00:00
201,2,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी,पालक वरण",चहा,2018-05-23 10:10:25.167138+00:00
201,3,"चहा,उपमा,पोळी,पत्ता कोबी,पालक वरण","चहा,पोळी,भात",2018-05-23 10:11:24.812679+00:00
202,1,"चहा,दूध,शिरा,पोळी,भात,खिचडी,बेसन,आलूची भाजी",चहा,2018-05-23 10:13:35.967632+00:00
202,2,"चहा,ब्रेड,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-05-23 10:14:20.679840+00:00
202,3,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,पालक वरण","चहा,पोळी",2018-05-23 10:15:09.623882+00:00
203,1,"चहा,दूध,उपमा,मटकीची उसळ,पोळी,भात,आलूची भाजी","चहा,पोळी",2018-05-23 10:17:16.149500+00:00
203,2,"चहा,ब्रेड,दूध,उपमा,कढी,पोळी,टमाटर चटणी,वांग्याचं भरीत","चहा,पोळी",2018-05-23 10:18:21.773298+00:00
203,3,"चहा,ब्रेड,उपमा,मटकीची उसळ,पोळी,खिचडी,बेसन","चहा,उपमा",2018-05-23 10:19:42.451228+00:00
204,1,"चहा,दूध,पोहे,पोळी,बेसन,मेथीची भाजी","चहा,पोहे,पोळी",2018-05-23 10:23:42.438233+00:00
204,1,"चहा,ब्रेड,शिरा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-23 10:22:10.981744+00:00
204,2,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-23 10:24:40.980310+00:00
204,3,"चहा,ब्रेड,शिरा,पोळी,भात,मेथीची भाजी,पालक वरण","चहा,पोळी",2018-05-23 10:25:40.293287+00:00
205,1,"चहा,ब्रेड,दूध,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-23 10:28:14.545220+00:00
205,2,"चहा,ब्रेड,उपमा,पोळी,भात,बेसन,वांग्याचं भरीत",चहा,2018-05-23 10:29:03.564536+00:00
205,3,"चहा,उपमा,पोळी,भात,बेसन,वांग्याचं भरीत","चहा,पोळी",2018-05-23 10:29:59.830576+00:00
206,1,"चहा,उपमा,पोळी,भात,बेसन,मेथीची भाजी","चहा,पोळी",2018-05-23 10:32:43.862401+00:00
206,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-23 10:33:31.858265+00:00
206,3,"चहा,उपमा,पोळी,भात,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-23 10:34:35.588589+00:00
206,3,"चहा,उपमा,पोळी,भात,पालक वरण,आलूची भाजी","चहा,उपमा,पोळी",2018-05-23 10:34:19.695072+00:00
207,1,"चहा,पोळी,भात,वांग्याचं भरीत,वांग्याची भाजी","चहा,पोळी",2018-05-23 10:36:31.593535+00:00
207,2,"चहा,ब्रेड,दूध,उपमा,पोळी,खिचडी,बेसन,पालक वरण",चहा,2018-05-23 10:37:34.775541+00:00
207,3,"चहा,पोहे,कढी,पोळी,भात,मेथीची भाजी","चहा,पोहे",2018-05-23 10:38:27.143557+00:00
208,1,"चहा,दूध,शिरा,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-23 10:40:30.656731+00:00
208,2,"चहा,दूध,उपमा,पोळी,मेथीची भाजी,वांग्याचं भरीत",पोळी,2018-05-23 10:41:28.220054+00:00
208,3,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी",,2018-05-23 10:42:06.286661+00:00
209,1,"चहा,दूध,उपमा,पोळी,भात,मेथीची भाजी,पालक वरण,टमाटर चटणी","चहा,पोळी",2018-05-23 10:44:51.956623+00:00
209,2,"चहा,दूध,साबुदाणा उसळ,पोळी,भात,पालक वरण",चहा,2018-05-23 10:45:39.109688+00:00
209,3,"चहा,दूध,उपमा,पोळी,बेसन,मेथीची भाजी","चहा,उपमा,पोळी",2018-05-23 10:46:29.214239+00:00
210,1,"चहा,दूध,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,पोळी",2018-05-23 10:49:08.495413+00:00
210,2,"चहा,दूध,पोहे,मटकीची उसळ,पोळी,भात,टमाटर चटणी","चहा,पोळी",2018-05-23 10:49:56.724846+00:00
210,3,"चहा,दूध,मटकीची उसळ,पोळी,मेथीची भाजी,आलूची भाजी","चहा,पोळी",2018-05-23 10:50:46.953012+00:00
211,1,"चहा,ब्रेड,पोळी,भात,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-24 01:35:20.995126+00:00
211,2,"चहा,दूध,उपमा,पोळी,भात,पालक वरण,वांग्याचं भरीत","चहा,पोळी",2018-05-24 01:36:07.322485+00:00
211,3,"चहा,ब्रेड,दूध,पोळी,मेथीची भाजी,वांग्याची भाजी","चहा,पोळी",2018-05-24 01:36:56.807837+00:00
212,1,"चहा,ब्रेड,दूध,पोळी,भात,पालक वरण,वांग्याची भाजी","चहा,पोळी",2018-05-24 01:39:14.756375+00:00
212,2,"चहा,ब्रेड,दूध,साबुदाणा उसळ,पोळी,वांग्याची भाजी",चहा,2018-05-24 01:40:00.140278+00:00
212,3,"चहा,दूध,पोहे,पोळी,खिचडी,बेसन,मेथीची भाजी,पालक वरण",चहा,2018-05-24 01:40:47.042034+00:00
213,1,"चहा,उपमा,पोळी,आलूची भाजी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 01:43:17.321434+00:00
213,2,"चहा,पोहे,पोळी,भात,वांग्याचं भरीत,वांग्याची भाजी","चहा,पोळी",2018-05-24 01:43:54.136647+00:00
213,3,"चहा,उपमा,पोळी,खिचडी,बेसन,आलूची भाजी,टमाटर चटणी",चहा,2018-05-24 01:45:30.904561+00:00
214,1,"चहा,दूध,पोहे,पोळी,भात,पालक वरण,वांग्याचं भरीत","चहा,पोळी",2018-05-24 01:47:22.932505+00:00
214,2,"चहा,ब्रेड,उपमा,पोळी,भात,टमाटर चटणी,वांग्याची भाजी","चहा,उपमा,पोळी",2018-05-24 01:48:15.410566+00:00
214,3,"चहा,दूध,मटकीची उसळ,पोळी,भात,वांग्याची भाजी","चहा,मटकीची उसळ,पोळी",2018-05-24 01:48:59.444467+00:00
215,1,"चहा,ब्रेड,पोळी,भात,आलूची भाजी,वांग्याची भाजी",पोळी,2018-05-24 01:51:20.009469+00:00
215,2,"चहा,दूध,पोहे,पोळी,बेसन,मेथीची भाजी,पालक वरण","चहा,पोहे,पोळी",2018-05-24 01:52:28.866809+00:00
215,3,"चहा,दूध,साबुदाणा उसळ,पोळी,मेथीची भाजी",दूध,2018-05-24 01:53:31.008642+00:00
